title,status,image,chCount,vCount,rating,synopsis,genre
Mods,Finished,https://media.kitsu.io/manga/poster_images/38112/large.jpg?1471261848,5,0,77.99,"Tora is looking for a job, so he decides to apply for this particular place... What he didn't know is that this place is a Male's Brothel. Here he meets Shiro, the most requested male prostitute. At the beginning Tora feels reluctant to work in this environment, but the vulnerability aura that surrounds Shiro makes him stay, plus he needs the money. Everything goes well at first, they stablish this sort of friendship, but shortly after that, feelings, desires and painful secrets complicates their already fragile relationship...

(Source: Seraphic Deviltry)",['yaoi']
Chichi no Koyomi,Finished,https://media.kitsu.io/manga/poster_images/19830/large.jpg?1434293015,12,1,77.99,"A family is devastated by the Great Tottori Fire of 1952, but the family comes to terms with the disaster and breaks free from the bonds holding them back. (Source: Otakuworks)","['thriller', 'slice-of-life']"
Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer,Finished,https://media.kitsu.io/manga/poster_images/20156/large.jpg?1434293704,5,1,77.98,"Mirai Fukuin is a side story of Kara no Kyoukai novel series. It includes two stories and three short manga chapters taking place after the events of the series.Möbius ring
It's about two psychics, Seo Shizune and Kuramitsu Meruka, who can foresee the future. Shizune was sick of her predictable boring life and Meruka became a professional bomber taking advantage of his supernatural power. When Shizune met Mikiya and when Meruka met Shiki, their immutable future started to change.Möbius link
Taking place ten years after the events of Kara no Kyoukai, Mana Ryougi, Shiki's daughter, spends the day with Kamekura Mitsuru.Manga shorts
01_feline - Shiki takes care of a cat for Mikiya.
02_daylight - Fujino Asagami helps a friend of one of Kirie Fujou's victims get over her death.
03_say grace - Shiki asks Mikiya out on New Years.","['mystery', 'supernatural', 'super-power', 'doujinshi', 'drama']"
Kaguya-sama wa Kokurasetai: Shuuchiin Gakuen Nanafushigi,Finished,https://media.kitsu.io/manga/poster_images/55547/large.jpg?1572868980,4,1,77.98,"Kaguya Shinomiya and Miyuki Shirogane are the members of the incredibly prestigious Shuichi’in Academy’s student council, asserting their positions as geniuses among geniuses. All the time they spend together has caused the two of them to develop feelings for each other, but their pride will not allow them to be the one to confess and become the submissive one in the relationship! Love is war, and their battle to make the other confess begins now!

(Source: Skythewood Translation)",['none']
Boyfriend of the Dead,Finished,https://media.kitsu.io/manga/poster_images/40486/large.jpg?1515167061,,,77.98,"A girl struggles to survive in a zombie apocalypse and ends up finding herself a boyfriend! But there is a problem...he is undead!

(Line)",['none']
Do Chokkyuu Kareshi x Kanojo,Finished,https://media.kitsu.io/manga/poster_images/52170/large.jpg?1533498256,39,7,77.97,"Meet Shinichi Honda and Mako Wakamiya. One’s a boy, and the other’s a girl. 
But both don’t hesitate to say exactly what’s on their mind.

(Source:Mangadex)","['comedy', 'school', 'romance']"
My Dear Cold-Blooded King,Ongoing,https://media.kitsu.io/manga/poster_images/39277/large.jpg?1493945811,,,77.97,"Born a humble peasant, Kihara Mei has lived simply day by day as a merchant in the capitol, and never assumed things would change. But, one fateful day would change the course of her life, when faced with a deadly challenge against dangerous royal assassins. Now, with the eyes of the dreaded Blood King upon her, her life of simplicity would now become a tangled web of secrecy, deceit, and desire.",['romance']
Taming Master,Ongoing,https://media.kitsu.io/manga/poster_images/57930/large.jpg?1604232082,,,77.96,"The best-known VR game in the world, 'Kaillan'. A certified game addict well known in the virtual world, Ian. Despite having a Level 93 Archer character in the top leaderboards of Kaillan, Ian decides to delete it despite everyone around him telling him not to. All to convert to a hidden class he obtained by chance. The class he chose is the most worthless class in Kaillan, the Summoner class. If he wants to avoid getting an F in college, he needs to level up to his previous level within two months... Kaillan is notorious for its very cruel leveling system, where it is said to take over a year to reach level 100. His struggles to reach level 93 in only two months unfold... Level quickly, thoroughly and persistently. The legend of the 'Taming Master' begins!

(Source: MU)",['none']
Me de Shireru Yoru no Junjou,Finished,https://media.kitsu.io/manga/poster_images/4064/large.jpg?1434258056,14,3,77.96,"In Yoshiwara (present-day Tokyo during the Edo Period), prostitution was abolished and brothels were restored in the red light district. We meet Kichou and his ""princess"" who are the top courtesans of the Men's Brothel Quarters at Hanafurirou....
(Source: The Evil Empire)
Series composed of:
Vol.1 Toku Hen (禿偏)
Vol.2 Keisei Hen (傾城編)
Vol.3 Hanazono Hen (華園編)","['historical', 'yaoi', 'drama', 'romance']"
R.O.D: Read or Dream,Finished,https://media.kitsu.io/manga/poster_images/1582/large.jpg?1434252712,32,4,77.95,"Michelle is a romantic daydreamer and hardcore book collector. Maggie is a soft-spoken bookworm who always gets mistaken for a boy. Anita is a tomboy who doesn't have time for reading. Together, they're the Paper Sisters, three very different siblings united by a strange power - the ability to control paper in any way they desire! And from their Hong Kong detective agency, they solve any and all cases involving books! (Source: Viz)","['comedy', 'super-power', 'drama', 'action']"
Niehime to Kemono no Ou,Ongoing,https://media.kitsu.io/manga/poster_images/37779/large.jpg?1528213019,,,77.94,"Saliphie, the 99th sacrifice to the terrifying demon king, learns two secrets about the king: The first, that he has been letting the sacrifices go in secret. The second, that half of his blood is that of a human. She gets to know the king's kindness and sorrow, and then it's announced that the king has taken Saliphie, who wishes to become a source of energy for the king, as his queen, and...?

(Source: MU)","['fantasy', 'drama', 'romance']"
Origin,Finished,https://media.kitsu.io/manga/poster_images/38665/large.jpg?1493932622,87,10,77.94,"The year is AD 2048. Japan is connected to the Eurasian continent by a transcontinental railroad. The capital, Tokyo, has become a crucible of criminals and terrorists. And so, in the metropolitan darkness a mysterious presence attacks and slaughters people, unnoticed, night after night... Just what are these ""things that are not human"" living in hiding in the human world? And just who is this ""Origin"" person who faces them?

(Source: MU)","['sci-fi', 'action']"
Rokudenashi Majutsu Koushi to Akashic Records,Ongoing,https://media.kitsu.io/manga/poster_images/36656/large.jpg?1493754873,,0,77.93,"Sisti attends a magical academy to hone her skills in the magical arts, and hopes to solve the mystery of the enigmatic Sky Castle. After the retirement of her favorite teacher, the replacement, Glen, turns out to be a tardy, lazy, seemingly incompetent bastard of an instructor. How was it that Glen was hand-picked by the best magician in the academy!?

(Source: Tribuo Scans)","['magic', 'school', 'fantasy', 'action']"
Orenchi no Maid-san,Ongoing,https://media.kitsu.io/manga/poster_images/40700/large.jpg?1520193437,,,77.93,"One day when I got home as usual, what I saw was my classmate Sara in a maid costume. It seems like she's working at my house as a live-in maid...?!
","['comedy', 'slice-of-life', 'drama']"
Nuzi Xueyuan De Nansheng,tba,https://media.kitsu.io/manga/poster_images/40874/large.jpg?1524665131,,,77.93,"My name is Qin Feng, 18 years old. Normally, I punish evil, promote good, fight for world peace, every day helping grandmothers cross the street, helping children who have lost their way home, saving lost maidens, etc ... But until one day, I went forced to go to the legendary Chongnan Women's School to study, thus becoming the only college boy. Maybe in the eyes of others this is a paradise, but in reality an unimaginable future will ...

",['none']
Kekkai Sensen,Finished,https://media.kitsu.io/manga/poster_images/23534/large.jpg?1452788351,32,10,77.93,"A breach between Earth and the netherworlds has opened up over the city of New York, trapping New Yorkers and creatures from other dimensions in an impenetrable bubble. They've lived together for years, in a world of crazy crime sci-fi sensibilities. Now someone is threatening to sever the bubble, and a group of stylish superhumans is working to keep it from happening.

(Source: Dark Horse Comics)","['supernatural', 'super-power', 'vampire', 'fantasy', 'action', 'adventure']"
Yureka,Finished,https://media.kitsu.io/manga/poster_images/1322/large.jpg?1434252154,266,41,77.93,"In real life, Roto, Boromid and Ah-Dol are average kids with average problems, but in the virtual world of Lost Saga, they're heroes. They might even become legends...if they can stop bickering long enough to level up. Whether it's werewolves running rampant or a gorgeous pair of troublesome thieves, our boys must be ready for anything, because in Lost Saga nothing is what it seems and murder can happen with a click of a mouse.
(Source: Tokyopop)","['game', 'fantasy', 'action', 'adventure']"
Kondo Koso Shiawase ni Narimasu!,Finished,https://media.kitsu.io/manga/poster_images/55139/large.jpg?1568463641,28,4,77.92,"“Wait for me, Louisa.” Those were the words that the hero, Graham, said to me before he set off to defeat the demon king. Graham who is both my childhood friend and lover. But, I have no intention of waiting. In fact, I have the memories of my past three lives, and in all past three lives, I have been the hero’s childhood friend and lover. However, all past three heroes always found other women and never came back to me! That’s why I will no longer waste my time waiting for the hero to come back, this time I will definitely be happy!

(Source: MangaDex)",['none']
