title,status,image,chCount,vCount,rating,userCount,synopsis,genre
,,,,,,,,
Sousei no Onmyouji,ongoing,https://media.kitsu.io/manga/poster_images/25291/large.jpg?1437428093,,0,79.21,2497,"Rokuro is from a family of exorcists, but he’d rather be a singer, a soccer player or anything but an exorcist! He’s forced to own up to his own incredible potential when new arrival Benio stirs his competitive spirit. But their rivalry gets a twist when they earn the prestigious title of ""Twin Star Exorcists""— two supreme fighters fated to marry and birth the ultimate spiritual warrior!

(Source: VIZ Media)","['supernatural', 'fantasy', 'action']"
,,,,,,,,
Empress of Another World,finished,https://media.kitsu.io/manga/poster_images/54434/large.jpg?1555097477,129,,79.21,257,"Crossing over into another world and time after a freak accident, Korean highschool girl Sabina is taken in by a duke of the Crentia kingdom— only to soon be offered up to the ugly old emperor as a concubine. When the king is killed by a mysterious assassin, Sabina must face the poisonous circle of other candidates in a battle for the royal seat. Can she attract the loyalty and affection of the men and women she needs on her side to survive?

(Source: MU)",['none']
,,,,,,,,
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",ongoing,https://media.kitsu.io/manga/poster_images/21620/large.jpg?1434296845,,0,79.21,1927,"One day in the 21st century, a gate opened in the middle of the Ginza district of Tokyo. Out of the gate poured soldiers and strange creatures, and they soon made Ginza look like an image of hell. The gate apparently connected Japan to another world, a world with a militant empire and many supernatural creatures. The Japanese Self-Defense Force decided to send a small group, led by a soldier who's also an otaku, into the other world on a reconnaissance mission. They're meant to learn what they can about the empire (and its plans), the world, and the people.

They're hardly in the world yet, though, when they come across a village destroyed by a giant fire-breathing dragon. The only survivor is an unconscious elven girl they find hidden in a well. Now they feel like they must warn the nearby towns about the dragon, and do what they can to help. On the way, they'll meet more magical, female companions, and learn more about this dangerous new world.

(Source: MangaHelpers)","['thriller', 'military', 'fantasy', 'action', 'adventure']"
,,,,,,,,
Empress of Another World,finished,https://media.kitsu.io/manga/poster_images/54434/large.jpg?1555097477,129,,79.21,257,"Crossing over into another world and time after a freak accident, Korean highschool girl Sabina is taken in by a duke of the Crentia kingdom— only to soon be offered up to the ugly old emperor as a concubine. When the king is killed by a mysterious assassin, Sabina must face the poisonous circle of other candidates in a battle for the royal seat. Can she attract the loyalty and affection of the men and women she needs on her side to survive?

(Source: MU)",['none']
,,,,,,,,
Seitokai Yakuindomo,ongoing,https://media.kitsu.io/manga/poster_images/24686/large.jpg?1531414547,,,79.2,1434,"Ousai Academy was originally an all-girls high school. Due to the declining birth rates in recent years, it was converted into a co-ed school. The first year male students would find themselves surrounded by girls and unfortunately, Tsuda Takatoshi is one of them. What's worse, he gets scolded on his first day by the student council president Shino Amakusa, which did not give a good first impression of him. Tsuda also meets the other student council members while getting scolded, and in the end, he gets late for class. As an apology for ruining his morning, Shino lets him join the student council for various of ""reasons"" and he accepts it, or rather, he's forced to accept. Thus begins his days as Tsuda soon realizes that he's the only normal student in Ousai Academy...","['comedy', 'school', 'harem', 'slice-of-life', 'romance']"
,,,,,,,,
Seitokai Yakuindomo,ongoing,https://media.kitsu.io/manga/poster_images/24686/large.jpg?1531414547,,,79.2,1434,"Ousai Academy was originally an all-girls high school. Due to the declining birth rates in recent years, it was converted into a co-ed school. The first year male students would find themselves surrounded by girls and unfortunately, Tsuda Takatoshi is one of them. What's worse, he gets scolded on his first day by the student council president Shino Amakusa, which did not give a good first impression of him. Tsuda also meets the other student council members while getting scolded, and in the end, he gets late for class. As an apology for ruining his morning, Shino lets him join the student council for various of ""reasons"" and he accepts it, or rather, he's forced to accept. Thus begins his days as Tsuda soon realizes that he's the only normal student in Ousai Academy...","['comedy', 'school', 'harem', 'slice-of-life', 'romance']"
,,,,,,,,
Master Keaton,finished,https://media.kitsu.io/manga/poster_images/1854/large.jpg?1434253318,144,18,79.19,395,"Taichi Keaton-Hiraga - born of Japanese and British descent. A former SAS agent with remarkable skills in military tactics and archaeology. Keaton is a single father with a part-time job as a world history teacher in Japan. But when certain international issues arise, he is called upon by Lloyd's of London as a special insurance investigator.
(Source: Anime News Network)","['mystery', 'historical', 'military', 'slice-of-life', 'drama', 'adventure']"
,,,,,,,,
Higurashi no Naku Koro ni Kai: Tsumihoroboshi-hen,finished,https://media.kitsu.io/manga/poster_images/2777/large.jpg?1597699364,16,4,79.19,635,"Rena Ryugu has made a lot of great friends since returning to Hinamizawa a year ago. But the happiness of playing with her classmates can hardly make up for the sadness she feels at home. Her father’s new lover spends more and more time at their house, making Rena feel that she is no longer as needed as she was when her mother first abandoned the family for another man. Rena thought that coming back to the village would end the curse that tore apart her family and her mind, but she can’t shake the feeling that more heartbreak is in store…

(Source: Yen Press)","['mystery', 'psychological', 'horror', 'drama']"
,,,,,,,,
Shinrei Tantei Yakumo,finished,https://media.kitsu.io/manga/poster_images/4934/large.jpg?1434259938,65,0,79.19,1014,"Based on the novel by Kaminaga Manabu. Shinrei Tantei Yakumo (Psychic Detective Yakumo) tells a story about a college student, Saitou Yakumo, who was born with different eye colors. His red left eye gives him the special ability to see ghosts and spirits. He believes ghosts and spirits are bound to earth because of a certain 'cause' and simply eliminating that 'cause' will let those spirits will rest in peace. Being asked for help by Ozawa Haruka, they begin the investigation together.
(Source: Fateful Encounters)","['mystery', 'supernatural', 'horror', 'romance']"
,,,,,,,,
Owari no Seraph,ongoing,https://media.kitsu.io/manga/poster_images/23702/large.jpg?1457306880,,0,79.19,5354,"One day, a mysterious virus appeared on Earth which killed every infected human over the age of 13. At the same time, vampires emerged from the world's dark recesses and enslaved mankind. Enter Hyakuya Yuuichirou, a young boy, who along with the rest of the children from his orphanage, are treated as livestock by the vampires. Even in captivity, Yuuichirou dreams big. He dreams of killing vampires. He dreams of killing them all.

(Source: Population Go)","['supernatural', 'vampire', 'drama', 'action']"
,,,,,,,,
Toshokan Sensou: Love & War,finished,https://media.kitsu.io/manga/poster_images/15651/large.jpg?1434283736,90,0,79.18,447,Based off the Toshokan Sensou light novel series.,"['sci-fi', 'military', 'romance', 'action']"
,,,,,,,,
1/2 Prince,finished,https://media.kitsu.io/manga/poster_images/24657/large.jpg?1501636239,76,9,79.18,464,"Set in 2100 A.D., where games feel 99% like real life. Follow Feng Lan in her adventure as the first player to play as the opposite sex in the game ""Second Life"" to prove to her brother that she can beat the game without using the ""female benefits"". But after she offends her family in a game and even meets her real life friends and acquaintances in game, can she continue to keep herself out of trouble by keeping her identity a secret?","['comedy', 'sci-fi', 'magic', 'supernatural', 'martial-arts', 'parody', 'game', 'gender-bender', 'fantasy', 'romance', 'action', 'adventure']"
,,,,,,,,
Toshokan Sensou: Love & War,finished,https://media.kitsu.io/manga/poster_images/15651/large.jpg?1434283736,90,0,79.18,447,Based off the Toshokan Sensou light novel series.,"['sci-fi', 'military', 'romance', 'action']"
,,,,,,,,
Toshokan Sensou: Love & War,finished,https://media.kitsu.io/manga/poster_images/15651/large.jpg?1434283736,90,0,79.18,447,Based off the Toshokan Sensou light novel series.,"['sci-fi', 'military', 'romance', 'action']"
,,,,,,,,
Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari,finished,https://media.kitsu.io/manga/poster_images/25536/large.jpg?1434305144,9,3,79.16,505,"With Madoka Kaname's sacrifice, the hopeless cycle that once bound every magical girl to a terrible fate was broken at last. Still, the magical girls fight on against the dark magics that threaten the human world, which remains ignorant of the brave girl who saved them. Only Homura remembers her dear friend Madoka, a burden she has borne in all her battles since-right? Then how is Homura still going to school with Madoka, fighting alongside her, laughing as if nothing has happened? As her tragic memories return to her, Homura realizes she must not be in the real world, wonderful as it is to see her friend again. But if she is indeed trapped in a magical space, who among her magical friends could be the cause?

(Source: Yen Press)","['magic', 'psychological', 'mahou-shoujo', 'fantasy', 'drama']"
,,,,,,,,
Cesare: Hakai no Souzousha,ongoing,https://media.kitsu.io/manga/poster_images/2310/large.jpg?1434254266,,0,79.16,296,"Based on exhaustive research in collaboration with a Dante scholar, Souryo brings Cesare Borgia, one of the most enigmatic figures in history, to life in vivid detail. Bookish and naive, Angelo da Canossa is unprepared for life as a student in a university that hums with tension and intrigue in Renaissance Italy. Will his innocence remain intact when a chance encounter with the charismatic Cesare draws him ever deeper into the darker side of the Renaissance? (Source: Manganews.net)","['thriller', 'historical', 'drama']"
,,,,,,,,
The God of High School,ongoing,https://media.kitsu.io/manga/poster_images/52286/large.jpg?1533498319,,,79.15,1165,"It all began as a fighting tournament to seek out for the best fighter among all high school students in Korea. Mori Jin, a Taekwondo specialist and a high school student, soon learns that there is something much greater beneath the stage of the tournament.

The God of High School is originally a webtoon which was officially published in paperbook format by ImageFrame/Root (길찾기) since January 31, 2017.

The series has been simulpub in English by LINE Webtoon since July 1, 2014.","['comedy', 'sci-fi', 'supernatural', 'martial-arts', 'fantasy', 'action', 'adventure']"
,,,,,,,,
The God of High School,ongoing,https://media.kitsu.io/manga/poster_images/52286/large.jpg?1533498319,,,79.15,1165,"It all began as a fighting tournament to seek out for the best fighter among all high school students in Korea. Mori Jin, a Taekwondo specialist and a high school student, soon learns that there is something much greater beneath the stage of the tournament.

The God of High School is originally a webtoon which was officially published in paperbook format by ImageFrame/Root (길찾기) since January 31, 2017.

The series has been simulpub in English by LINE Webtoon since July 1, 2014.","['comedy', 'sci-fi', 'supernatural', 'martial-arts', 'fantasy', 'action', 'adventure']"
,,,,,,,,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 1-bu - Hon ga Nai nara Tsukureba Ii!,finished,https://media.kitsu.io/manga/poster_images/37582/large.jpg?1460068196,33,7,79.15,874,"Motosu Urano, a book-loving college student who just got her Librarian certification and was supposed to enter the job of her dreams after graduation, was killed during a massive earthquake crushing her underneath a pile of her own massive collection of books.Wishing for reincarnation in order to read even more, she got reincarnated to a world with a low literacy level and very few books, limited only to the nobility of the world. As she reincarnated as 5-year-old daughter of a lowly soldier, Maine, no matter how much she wants to read, there is no way there are any books around. If there are no books then what do you do? You make them yourself of course... What her goal is, to become a librarian no matter what, and to live a life surrounded by books. For starters she begins from making them.(Source: MU)","['comedy', 'supernatural', 'fantasy', 'slice-of-life']"
,,,,,,,,
Chuunibyou demo Koi ga Shitai!,finished,https://media.kitsu.io/manga/poster_images/19929/large.jpg?1597699474,,0,79.15,491,"Yuuta Togashi suffered from chuunibyou while he was in middle school. When he graduated, he put that dark history behind him and forgot about it... or he was supposed to. High school was smooth sailing and full of enjoyment - until the unavoidable, sad event occurs. The event that locks Yuuta into a contract with Rikka Takanashi and disrupts his desperately ordinary life.","['comedy', 'school', 'romance']"
,,,,,,,,
Samejima-kun to Sasahara-kun,finished,https://media.kitsu.io/manga/poster_images/12965/large.jpg?1434277765,7,1,79.13,110,"Samejima and Sasahara are friends. They go to college together, they're in the same year, and they even work at the same place! But when Samejima confesses his feelings run deeper, their relationship explodes in passion... and irritation! Sasahara tries to ignore Samejima, and he tells him to wake up - he tries to accept him, and Samejima plays hard to get. It's enough to drive a man crazy, in more way than one!
(Source: Juné)",['yaoi']
,,,,,,,,
Samejima-kun to Sasahara-kun,finished,https://media.kitsu.io/manga/poster_images/12965/large.jpg?1434277765,7,1,79.13,110,"Samejima and Sasahara are friends. They go to college together, they're in the same year, and they even work at the same place! But when Samejima confesses his feelings run deeper, their relationship explodes in passion... and irritation! Sasahara tries to ignore Samejima, and he tells him to wake up - he tries to accept him, and Samejima plays hard to get. It's enough to drive a man crazy, in more way than one!
(Source: Juné)",['yaoi']
,,,,,,,,
Kuroneko Kareshi no Nakasekata,finished,https://media.kitsu.io/manga/poster_images/25384/large.jpg?1434304807,3,0,79.13,119,"Shingo and Kakami have finally understood their feelings and continued with their relationship, and for some reason, Kakami wants to take it to the next level by living together?

(Source: Rising Gods of the East Scanlations)",['yaoi']
,,,,,,,,
Helck,finished,https://media.kitsu.io/manga/poster_images/32253/large.jpg?1434319600,111,12,79.12,1372,"Soon after the last Demon King was defeated, the Demon Empire started a contest to choose the next Demon King.

But the favourite contestant to win the tournament was no other than a human, The Hero Helck, whose motive to become the Demon King was to defeat his own race.

What are Helck's true motives to participate in the contest and defeat the human kingdom? It's up to one of the Four Heavenly Kings of the Empire, Red Vamirio, to discover and unfold Helck's true intentions.","['fantasy', 'action']"
,,,,,,,,
Tsukiatte agete mo ii ka na,ongoing,https://media.kitsu.io/manga/poster_images/53983/large.jpg?1545877163,,,79.12,344,"For as long as she’s known, Miwa’s been into women - and now she’s at university, it might finally be time for her to come out of her straight-passing shell. Of course, that takes a lot of confidence, and coming out is never easy - but could Saeko, her trashy popular weirdo of a friend, give her the help she needs - or just maybe, could the two of them be more alike than Miwa realises…?!

This series is a reimagining of tmfly’s earlier work of the same name.",['none']
,,,,,,,,
Maison Ikkoku,finished,https://media.kitsu.io/manga/poster_images/1551/large.jpg?1434252640,162,15,79.11,736,"The boarding house Maison Ikkoku is home to a strange medley of weird characters, including the young student Yusaku and the beautiful (and widowed) manager, Kyoko. We follow the efforts of Yusaku to win Kyoko's affections, with interference from the rest of the tenants.
(Source: ANN)","['comedy', 'thriller', 'slice-of-life', 'drama', 'romance']"
,,,,,,,,
Watashi no Shounen,finished,https://media.kitsu.io/manga/poster_images/40867/large.jpg?1608101570,43,9,79.11,392,"Satoko Tawada, a 30-year-old office worker at a sporting goods company, encounters Mashuu Hayami, a 12-year-old boy, playing soccer in a park at night. She was treated cruelly by a former lover, he is dealing with a high-handed and uninvolved family. Both are burdened with loneliness, and they sense that the other has something that they’re searching for...

(Source: Vertical Comics)",['drama']
,,,,,,,,
Watashi no Shounen,finished,https://media.kitsu.io/manga/poster_images/40867/large.jpg?1608101570,43,9,79.11,392,"Satoko Tawada, a 30-year-old office worker at a sporting goods company, encounters Mashuu Hayami, a 12-year-old boy, playing soccer in a park at night. She was treated cruelly by a former lover, he is dealing with a high-handed and uninvolved family. Both are burdened with loneliness, and they sense that the other has something that they’re searching for...

(Source: Vertical Comics)",['drama']
,,,,,,,,
The Pet of the Villainess,ongoing,https://media.kitsu.io/manga/poster_images/55007/large.jpg?1566066971,,,79.1,217,"""My dear villainess, do whatever you want to do. Just don't see that son of a bitch."" 

Sasha, the daughter of a poor noble family, approaches noble ladies with her innocent appearance and cold wit. 

Hence, she got the nickname 'The Noble's Pet.'

Rebecca, the villainess of the original work and the Prince's fiancee, appears in front of Sasha, who's using her talent to live the sweet life.

Knowing the end of the original, Sasha tried to stay away from Rebecca, but she cannot take her eyes off her cool and collectedness!

So Sasha uses her cuteness as a deadly weapon to stand between Rebecca and the womanizer Crown Prince... and... can Sasha survive and win Rebecca's favor?

The villainess Rebecca X Healing Pet Sasha's fantasy!

(Source: MangaDex)",['none']
,,,,,,,,
The Pet of the Villainess,ongoing,https://media.kitsu.io/manga/poster_images/55007/large.jpg?1566066971,,,79.1,217,"""My dear villainess, do whatever you want to do. Just don't see that son of a bitch."" 

Sasha, the daughter of a poor noble family, approaches noble ladies with her innocent appearance and cold wit. 

Hence, she got the nickname 'The Noble's Pet.'

Rebecca, the villainess of the original work and the Prince's fiancee, appears in front of Sasha, who's using her talent to live the sweet life.

Knowing the end of the original, Sasha tried to stay away from Rebecca, but she cannot take her eyes off her cool and collectedness!

So Sasha uses her cuteness as a deadly weapon to stand between Rebecca and the womanizer Crown Prince... and... can Sasha survive and win Rebecca's favor?

The villainess Rebecca X Healing Pet Sasha's fantasy!

(Source: MangaDex)",['none']
,,,,,,,,
Kimi ga Suki,finished,https://media.kitsu.io/manga/poster_images/8004/large.jpg?1434266667,12,3,79.09,408,"Aki has always liked her basketball club friend, Mase. However, she can’t seem to gather her courage to confess to him. On the day when she finally decides to tell him, she is confessed to by a guy from a different Junior High!! A horrible accident follows and Aki finds herself not being able to choose between the two – Mase, whom she truly loves or Koichi, whom she’ll always feel indebted to…
(Source: JShojo)","['school', 'shoujo-ai', 'slice-of-life', 'drama', 'romance']"
,,,,,,,,
Reigen: Reikyuuchi Max 131 no Otoko,finished,https://media.kitsu.io/manga/poster_images/40779/large.jpg?1565181909,7,1,79.09,224,"Meet the self-proclaimed exorcist, spiritualist, and psychic himself. What he lacks in strength, he makes up for in charisma. What he lacks in bravery, he makes up for in ingenuity. What he lacks in heroism, he makes up for with massages and life advice. This is the story of Arataka Reigen and the Spirits and Such Consultation Office.

(Source: MU)",['supernatural']
,,,,,,,,
Reigen: Reikyuuchi Max 131 no Otoko,finished,https://media.kitsu.io/manga/poster_images/40779/large.jpg?1565181909,7,1,79.09,224,"Meet the self-proclaimed exorcist, spiritualist, and psychic himself. What he lacks in strength, he makes up for in charisma. What he lacks in bravery, he makes up for in ingenuity. What he lacks in heroism, he makes up for with massages and life advice. This is the story of Arataka Reigen and the Spirits and Such Consultation Office.

(Source: MU)",['supernatural']
,,,,,,,,
Katayoku no Labyrinth,finished,https://media.kitsu.io/manga/poster_images/25639/large.jpg?1434305362,58,10,79.09,224,"If that time, I choose a different path, maybe this love will end in a different way. if i can go back to “that time”, what will you do…? 

(Source: Chibi Manga)","['supernatural', 'school', 'romance']"
,,,,,,,,
Clockwork Planet,ongoing,https://media.kitsu.io/manga/poster_images/15035/large.jpg?1434282427,,0,79.08,343,"""The Clockwork Planet""
One day, a black box suddenly crashed into the house of the high school dropout Naoto Miura. Inside it was a female automaton. The endless cycle of failure and success.
The world that does change and the mankind that does not change. At a time where reality and fantasy are screaming, the encounters of these two make the gears of fate move!
(Source: Amazon)","['sci-fi', 'fantasy', 'drama', 'romance']"
,,,,,,,,
Nagi no Asu kara,finished,https://media.kitsu.io/manga/poster_images/13928/large.jpg?1434279939,36,0,79.08,279,"A story between the Sea and the Earth. Childhood friends Hikari and Manaka, who live in the sea, together with their friends Kaname and Chisaki, are forced to attend school on land after their own school undersea is closed. But due to a special encounter, their lives gain a new twist.","['sports', 'school', 'fantasy', 'drama', 'romance', 'friendship']"
,,,,,,,,
Nagi no Asu kara,finished,https://media.kitsu.io/manga/poster_images/13928/large.jpg?1434279939,36,0,79.08,279,"A story between the Sea and the Earth. Childhood friends Hikari and Manaka, who live in the sea, together with their friends Kaname and Chisaki, are forced to attend school on land after their own school undersea is closed. But due to a special encounter, their lives gain a new twist.","['sports', 'school', 'fantasy', 'drama', 'romance', 'friendship']"
,,,,,,,,
Nagi no Asu kara,finished,https://media.kitsu.io/manga/poster_images/13928/large.jpg?1434279939,36,0,79.08,279,"A story between the Sea and the Earth. Childhood friends Hikari and Manaka, who live in the sea, together with their friends Kaname and Chisaki, are forced to attend school on land after their own school undersea is closed. But due to a special encounter, their lives gain a new twist.","['sports', 'school', 'fantasy', 'drama', 'romance', 'friendship']"
,,,,,,,,
Mahou Shoujo Madoka★Magica,finished,https://media.kitsu.io/manga/poster_images/16820/large.jpg?1449692334,12,3,79.08,1988,"When a new girl joins her class, Madoka Kaname thinks she recognizes the mysterious, dark-haired transfer student from one of her dreams…a dream where she is approached by a catlike creature who offers Madoka an opportunity to change destiny. Madoka had always thought magic was the stuff of fantasy…until she sees the transfer student fighting with the very cat being from her dream! And just like in Madoka’s dream, the cat gives her a choice. Will Madoka become a magical girl in exchange for her dearest desire? What will be the cost of having her wish come true?

(Source: Yen Press)","['magic', 'thriller', 'school', 'mahou-shoujo', 'fantasy', 'horror', 'drama']"
,,,,,,,,
Mikakunin de Shinkoukei,ongoing,https://media.kitsu.io/manga/poster_images/10457/large.jpg?1434272066,,0,79.08,522,No synopsis has been added for this manga yet.Click here to update this information.,"['comedy', 'thriller', 'school', 'slice-of-life', 'romance']"
,,,,,,,,
Tokyo Babylon,finished,https://media.kitsu.io/manga/poster_images/329/large.jpg?1434250085,18,7,79.07,910,"Subaru Sumeragi is a 16 year old, cheerful and extremely caring Onmyou medium (the head of his family, the Sumeragi clan) who confronts and helps take care of ghosts and spirits with the help of his twin sister, Hokuto, and his gentleman friend, Seishiro. Subaru does his best to help anyone he meets, but the entire atmosphere of the polluted city of Tokyo in the 90s, brings about a feeling of desperation that threatens to drag Subaru's spirit down. (Source:ANN)","['supernatural', 'shounen-ai', 'fantasy', 'drama']"
,,,,,,,,
Naruto Hiden Series,finished,https://media.kitsu.io/manga/poster_images/34513/large.jpg?1434324480,49,6,79.07,404,"A series of Naruto novels. Naruto's allies and enemies take center stage in these fast-paced adventures, which each volume focusing on a particular clanmate, ally, team...or villain.

1. Kakashi Hiden: Hyouten no Ikazuchi (Kakashi Secret Legend: Lightning in the Frozen Sky) [Higashiyama Akira]
The story revolves around Kakashi Hatake, who is melancholy despite his new position as the Sixth Hogake. In addition, an incident has occurred in the new peaceful, orderly ninja world.

2. Shikamaru Hiden: Yami no Shijima ni Ukabu Kumo [Yano Takashi]
A battle between Shikamaru and the ""strongest genjutsu-user.""

3. Sakura Hiden: Shiren, Harukaze ni Nosete [Hinata Shou]
The result of Sakura's feelings will be revealed.

4. Konohagakure Hiden: Shuugen Biyori [Oosaki Tomohito]
The other ninja in Konoha and what happened to them ""after the original manga.""

5. Gaara Hiden: Sajin Gensou [Ukyo Kodachi]
A story of love—something the Kazekage does not know very well.

6. Akatsuki Hiden: Sakimidareru Aku no Hana [Shin Towada]
A story revealing the ""truth of the Akatsuki.""

(Source: MAL)","['martial-arts', 'super-power', 'action', 'adventure']"
,,,,,,,,
Naruto Hiden Series,finished,https://media.kitsu.io/manga/poster_images/34513/large.jpg?1434324480,49,6,79.07,404,"A series of Naruto novels. Naruto's allies and enemies take center stage in these fast-paced adventures, which each volume focusing on a particular clanmate, ally, team...or villain.

1. Kakashi Hiden: Hyouten no Ikazuchi (Kakashi Secret Legend: Lightning in the Frozen Sky) [Higashiyama Akira]
The story revolves around Kakashi Hatake, who is melancholy despite his new position as the Sixth Hogake. In addition, an incident has occurred in the new peaceful, orderly ninja world.

2. Shikamaru Hiden: Yami no Shijima ni Ukabu Kumo [Yano Takashi]
A battle between Shikamaru and the ""strongest genjutsu-user.""

3. Sakura Hiden: Shiren, Harukaze ni Nosete [Hinata Shou]
The result of Sakura's feelings will be revealed.

4. Konohagakure Hiden: Shuugen Biyori [Oosaki Tomohito]
The other ninja in Konoha and what happened to them ""after the original manga.""

5. Gaara Hiden: Sajin Gensou [Ukyo Kodachi]
A story of love—something the Kazekage does not know very well.

6. Akatsuki Hiden: Sakimidareru Aku no Hana [Shin Towada]
A story revealing the ""truth of the Akatsuki.""

(Source: MAL)","['martial-arts', 'super-power', 'action', 'adventure']"
,,,,,,,,
Satsuriku no Tenshi,finished,https://media.kitsu.io/manga/poster_images/38746/large.jpg?1502249855,54,12,79.07,1241,"13-year old Rachel awakens to find herself trapped in the basement of an abandoned building. Without any memories, or even a clue as to where she could be, she wanders the building, lost and dizzy. In her search, she comes across a man covered in bandges. He introduces himself as Zack and he wields a grim-reaper like sickle.A strange bond is struck between them, strengthened by strange, crazy promises…These two, trapped in this strange building, don't know why fate has placed them there. But they will work together desperately to find a way out…(Source: MU)",['thriller']
,,,,,,,,
Junai Tokkou Taichou!,finished,https://media.kitsu.io/manga/poster_images/866/large.jpg?1434251166,37,13,79.07,740,"Chiemi Yusa's high school record is far from perfect. She's already been suspended twice for fighting, and she's not even half-way through her first year! In danger of getting expelled for starting yet another brawl, her teacher approaches her with an unexpected offer: get her classmate Akifumi ""Deranged Devil"" Hirata, the nastiest fighter in the whole school, to clean up his act, and her record will officially be cleared. Reluctantly she accepts, and immediately goes on the attack. But as she's waiting for him to retaliate, she discovers that he has more in store for her than just a fight! 
In Love Attack, you'll find a rollicking brawl of a good time as the roughest guy and girl in school get themselves into trouble—and find themselves in love. 
(Source: Tokyopop)","['comedy', 'school', 'shoujo-ai', 'romance']"
,,,,,,,,
xxxHOLiC: Rei,ongoing,https://media.kitsu.io/manga/poster_images/1988/large.jpg?1503370719,,0,79.07,720,"A new story begins with Watanuki and Yuuko, while guests wishes are granted.
(Source: LuffyNoTomo)","['mystery', 'supernatural', 'thriller', 'drama']"
,,,,,,,,
From Points of Three,finished,https://media.kitsu.io/manga/poster_images/41254/large.jpg?1597699503,80,0,79.07,154,"Jisuh is quiet, unassuming... observant. He’s suited to working behind the camera. But for reasons he’s not exactly quick to disclose, he’s run into some debt. Heejae, an actor he’s worked with before, proposes he work with him exclusively on a private project of his...shooting himself and his partner having sex. Jisuh thought he was hired for his camera skills, but Heejae seems to know an awful lot about him and he can’t help but wonder why he really hired him.

(Source: Lezhin)",['drama']
,,,,,,,,
Ponkotsu Ponko,ongoing,https://media.kitsu.io/manga/poster_images/55432/large.jpg?1571836806,,,79.07,215,"The near future, in a quiet seaside town. Yoshioka, who had recently lost his wife, just wants to spend the rest of his days in peace. However, Yoshioka's children, worried about their father's health, sent a housekeeping robot to help him. Yoshioka's quiet life is now changing.
",['none']
,,,,,,,,
Tokyo Babylon,finished,https://media.kitsu.io/manga/poster_images/329/large.jpg?1434250085,18,7,79.07,910,"Subaru Sumeragi is a 16 year old, cheerful and extremely caring Onmyou medium (the head of his family, the Sumeragi clan) who confronts and helps take care of ghosts and spirits with the help of his twin sister, Hokuto, and his gentleman friend, Seishiro. Subaru does his best to help anyone he meets, but the entire atmosphere of the polluted city of Tokyo in the 90s, brings about a feeling of desperation that threatens to drag Subaru's spirit down. (Source:ANN)","['supernatural', 'shounen-ai', 'fantasy', 'drama']"
,,,,,,,,
Yours to Claim,ongoing,https://media.kitsu.io/manga/poster_images/58310/large.jpg?1607730002,,,79.06,70,"Nothing crazy ever happens to Jooin. He’s just your average college student, keeping his head down and flying under the radar. Yahwi, on the other hand, is drop dead gorgeous, super popular…but also kinda mean. So why has the campus heartthrob taken an interest in a total nobody? There must be an ulterior motive…but it’s hard to care when faced with those killer looks. Will Jooin become a slave to his desires? Or perhaps he’ll become the master himself…

(Source: Lezhin)",['none']
,,,,,,,,
Black Jack ni Yoroshiku,finished,https://media.kitsu.io/manga/poster_images/3556/large.jpg?1434256945,127,13,79.05,220,"Saito Eijirou is a newly established intern doctor, who is forced to take on a second night job at another, much smaller hospital because of the extremely low pay he receives. As he bounces between the two different hospitals, he is forced to dig deeper and deeper into Japan's largely corrupted medical society and starts to question even his own initial believes, as he asks himself just what being a doctor means.
(Source: ANN)","['psychological', 'thriller', 'drama', 'medical']"
,,,,,,,,
Black Jack ni Yoroshiku,finished,https://media.kitsu.io/manga/poster_images/3556/large.jpg?1434256945,127,13,79.05,220,"Saito Eijirou is a newly established intern doctor, who is forced to take on a second night job at another, much smaller hospital because of the extremely low pay he receives. As he bounces between the two different hospitals, he is forced to dig deeper and deeper into Japan's largely corrupted medical society and starts to question even his own initial believes, as he asks himself just what being a doctor means.
(Source: ANN)","['psychological', 'thriller', 'drama', 'medical']"
,,,,,,,,
Ristorante Paradiso,finished,https://media.kitsu.io/manga/poster_images/22719/large.jpg?1434299120,7,1,79.05,180,"21 year-old Nicoletta leaves her grandparents' home in the countryside to work in Rome at a restaurant owned by her estranged mother's lover. But something sets the popular and elegant Casetta Dell'orso apart from its rivals: the entire restaurant is staffed by older gentlemen wearing glasses (as per her mother's preference). Thrown into this adult world, Nicoletta must try to find personal and professional stability - things that become increasingly difficult to achieve as she falls under the spell of Casetta Dell'orso.","['slice-of-life', 'drama']"
,,,,,,,,
Ristorante Paradiso,finished,https://media.kitsu.io/manga/poster_images/22719/large.jpg?1434299120,7,1,79.05,180,"21 year-old Nicoletta leaves her grandparents' home in the countryside to work in Rome at a restaurant owned by her estranged mother's lover. But something sets the popular and elegant Casetta Dell'orso apart from its rivals: the entire restaurant is staffed by older gentlemen wearing glasses (as per her mother's preference). Thrown into this adult world, Nicoletta must try to find personal and professional stability - things that become increasingly difficult to achieve as she falls under the spell of Casetta Dell'orso.","['slice-of-life', 'drama']"
,,,,,,,,
